record_id,collarid,collartype,Name,DATETIME,TIMETOFIX,LATITUDE,LONGITUDE,HDOP,HACCURACY,HEADING,SPEED,SPEEDACCURACY,ALTITUDE,TEMPERATURE,BATTERY
19,st2010-1443,IP095,Soutine,5/17/16 13:00,14,0.5915133,37.56954,1,0,112,0.07,0,884,0,0
19,st2010-1443,IP095,Soutine,5/17/16 13:30,17,0.5912634,37.56838,1,0,253,3.88,0,891,0,0
19,st2010-1443,IP095,Soutine,5/17/16 14:00,28,0.5908467,37.56777,1,0,112,0.58,0,894,0,0
19,st2010-1443,IP095,Soutine,5/17/16 14:30,27,0.5899867,37.568,1,0,293,0.02,0,908,0,0
19,st2010-1443,IP095,Soutine,5/17/16 15:00,42,0.58811,37.56868,1,0,118,0.02,0,883,0,0
19,st2010-1443,IP095,Soutine,5/17/16 15:30,15,0.58039,37.56521,1,0,130,0.16,0,889,0,0
19,st2010-1443,IP095,Soutine,5/17/16 16:00,15,0.5736383,37.56211,1,0,147,2.35,0,873,0,0
19,st2010-1443,IP095,Soutine,5/17/16 16:30,14,0.5708084,37.56501,1,0,158,0.22,0,862,0,0
19,st2010-1443,IP095,Soutine,5/17/16 17:00,15,0.5712783,37.5657,1,0,92,0.35,0,867,0,0
19,st2010-1443,IP095,Soutine,5/17/16 17:30,21,0.57115,37.56594,1,0,106,0.25,0,907,0,0
19,st2010-1443,IP095,Soutine,5/17/16 18:00,19,0.5711783,37.56596,1,0,89,0.25,0,903,0,0
19,st2010-1443,IP095,Soutine,5/17/16 18:30,24,0.57115,37.5659,1,0,211,0.02,0,882,0,0
19,st2010-1443,IP095,Soutine,5/17/16 19:00,23,0.5715733,37.56608,1,0,18,2.75,0,874,0,0
19,st2010-1443,IP095,Soutine,5/17/16 19:30,23,0.5756916,37.56929,1,0,138,0,0,883,0,0
19,st2010-1443,IP095,Soutine,5/17/16 20:00,41,0.578435,37.57052,1,0,50,0.07,0,871,0,0
19,st2010-1443,IP095,Soutine,5/17/16 20:30,14,0.579285,37.57137,1,0,194,0.16,0,873,0,0
19,st2010-1443,IP095,Soutine,5/17/16 21:00,13,0.575795,37.57386,1,0,326,0.51,0,867,0,0
19,st2010-1443,IP095,Soutine,5/17/16 21:30,24,0.574465,37.57251,1,0,261,2.58,0,866,0,0
19,st2010-1443,IP095,Soutine,5/17/16 22:00,13,0.570065,37.57605,1,0,141,3.04,0,865,0,0
19,st2010-1443,IP095,Soutine,5/17/16 22:30,13,0.5673167,37.57828,1,0,82,0.58,0,847,0,0
19,st2010-1443,IP095,Soutine,5/17/16 23:00,14,0.5660316,37.5778,1,0,146,2.22,0,842,0,0
19,st2010-1443,IP095,Soutine,5/17/16 23:30,25,0.5651399,37.57547,1,0,281,2.42,0,847,0,0
19,st2010-1443,IP095,Soutine,5/18/16 0:00,23,0.565905,37.57132,1,0,151,0.38,0,859,0,0
19,st2010-1443,IP095,Soutine,5/18/16 0:30,26,0.5658866,37.57111,1,0,52,0.35,0,887,0,0
19,st2010-1443,IP095,Soutine,5/18/16 1:00,41,0.56589,37.57101,1,0,330,0.44,0,878,0,0
19,st2010-1443,IP095,Soutine,5/18/16 1:30,13,0.5659183,37.57098,1,0,294,0.13,0,879,0,0
19,st2010-1443,IP095,Soutine,5/18/16 2:00,25,0.5661483,37.57148,1,0,215,0.04,0,874,0,0
19,st2010-1443,IP095,Soutine,5/18/16 2:30,17,0.5675116,37.57225,1,0,138,0.93,0,885,0,0
19,st2010-1443,IP095,Soutine,5/18/16 3:00,25,0.5686817,37.57521,1,0,49,1.2,0,870,0,0
19,st2010-1443,IP095,Soutine,5/18/16 3:30,26,0.5722683,37.57603,1,0,41,3.17,0,919,0,0
19,st2010-1443,IP095,Soutine,5/18/16 4:00,41,0.5724,37.57793,1,0,192,0.05,0,864,0,0
19,st2010-1443,IP095,Soutine,5/18/16 4:30,13,0.5693616,37.57879,1,0,147,0.38,0,860,0,0
19,st2010-1443,IP095,Soutine,5/18/16 5:00,13,0.5716034,37.57861,1,0,306,0.4,0,865,0,0
19,st2010-1443,IP095,Soutine,5/18/16 5:30,13,0.57469,37.57682,1,0,336,1.87,0,868,0,0
19,st2010-1443,IP095,Soutine,5/18/16 6:00,13,0.587425,37.57041,1,0,316,2.77,0,881,0,0
19,st2010-1443,IP095,Soutine,5/18/16 6:30,41,0.5939983,37.56433,1,0,25,3.62,0,925,0,0
19,st2010-1443,IP095,Soutine,5/18/16 7:00,13,0.6014233,37.56536,1,0,358,0.95,0,924,0,0
19,st2010-1443,IP095,Soutine,5/18/16 7:30,15,0.6029733,37.56517,1,0,113,0.22,0,937,0,0
19,st2010-1443,IP095,Soutine,5/18/16 8:00,13,0.6061417,37.56516,1,0,56,0.76,0,927,0,0
19,st2010-1443,IP095,Soutine,5/18/16 8:30,13,0.6108016,37.56605,1,0,131,0.66,0,924,0,0
19,st2010-1443,IP095,Soutine,5/18/16 9:00,25,0.6120433,37.56901,1,0,239,0.53,0,931,0,0
19,st2010-1443,IP095,Soutine,5/18/16 9:30,40,0.6121466,37.56912,1,0,164,0.04,0,903,0,0
19,st2010-1443,IP095,Soutine,5/18/16 10:00,22,0.6121383,37.56931,1,0,132,0.29,0,904,0,0
19,st2010-1443,IP095,Soutine,5/18/16 10:30,13,0.6117966,37.57071,1,0,346,0.16,0,899,0,0
19,st2010-1443,IP095,Soutine,5/18/16 11:00,13,0.610335,37.57191,1,0,194,0.29,0,895,0,0
19,st2010-1443,IP095,Soutine,5/18/16 11:30,13,0.6097233,37.57228,1,0,14,0.16,0,898,0,0
19,st2010-1443,IP095,Soutine,5/18/16 12:00,13,0.6107866,37.57375,1,0,26,1.06,0,891,0,0
19,st2010-1443,IP095,Soutine,5/18/16 12:30,13,0.610215,37.57417,1,0,77,0.51,0,883,0,0
19,st2010-1443,IP095,Soutine,5/18/16 13:00,18,0.61019,37.57412,1,0,57,0.53,0,878,0,0
19,st2010-1443,IP095,Soutine,5/18/16 13:30,27,0.6110817,37.57281,1,0,19,0.02,0,856,0,0
19,st2010-1443,IP095,Soutine,5/18/16 14:00,41,0.6109883,37.57177,1,0,311,0.07,0,897,0,0
19,st2010-1443,IP095,Soutine,5/18/16 14:30,13,0.6111433,37.57157,1,0,47,0.07,0,892,0,0
19,st2010-1443,IP095,Soutine,5/18/16 15:00,14,0.6112717,37.5716,1,0,179,0.33,0,892,0,0
19,st2010-1443,IP095,Soutine,5/18/16 15:30,13,0.6113816,37.57148,1,0,25,0.4,0,897,0,0
19,st2010-1443,IP095,Soutine,5/18/16 16:00,13,0.6114383,37.57144,1,0,3,0.33,0,890,0,0
19,st2010-1443,IP095,Soutine,5/18/16 16:30,17,0.6114466,37.57149,1,0,45,1.73,0,889,0,0
19,st2010-1443,IP095,Soutine,5/18/16 17:00,13,0.6126633,37.57071,1,0,14,1.06,0,907,0,0
